Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
contact-lenses,10,6,weka.classifiers.rules.OneR,'-B 6',-3.45943E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.333333333,0.577350269,113.6363636,185.3123292,1.673002535,1074,-1072.326997,0.836501268,537,-536.1634987,-0.347923303,-0.173961652,-24.38212037,NaN,0,0.5,1,0.5,1,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0.5,1,0.5,0.666666667,NaN,NaN,1,0.666666667,0.5,0.001,0,5.80E-05,1.30E-05,0.058,0.013,1339,3245,1865,50,33.33333333,?,?,?,?
contact-lenses,10,7,weka.classifiers.rules.OneR,'-B 6',-3.45943E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0,0,0,0,1.673002535,0,1.673002535,0.836501268,0,0.836501268,1.673002535,0.836501268,117.24236,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,5.90E-05,1.40E-05,0.059,0.014,1339,3245,1865,100,33.33333333,?,?,?,?
contact-lenses,10,8,weka.classifiers.rules.OneR,'-B 6',-3.45943E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0,0,0,0,1.673002535,0,1.673002535,0.836501268,0,0.836501268,1.673002535,0.836501268,117.24236,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,5.90E-05,1.40E-05,0.059,0.014,1339,3245,1865,100,33.33333333,?,?,?,?
contact-lenses,10,9,weka.classifiers.rules.OneR,'-B 6',-3.45943E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0,0,0,0,1.673002535,0,1.673002535,0.836501268,0,0.836501268,1.673002535,0.836501268,117.24236,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,6.40E-05,1.30E-05,0.064,0.013,1339,3245,1865,100,33.33333333,?,?,?,?
contact-lenses,10,10,weka.classifiers.rules.OneR,'-B 6',-3.45943E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0,0,0,0,3.058893689,0,3.058893689,1.529446845,0,1.529446845,3.058893689,1.529446845,223.1220951,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,5.80E-05,1.40E-05,0.058,0.014,1339,3245,1865,100,33.33333333,?,?,?,?
contact-lenses,1,1,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.286970859,0.351194626,64.56844324,68.21611657,5.526068812,2.715389827,2.810678985,1.842022937,0.905129942,0.936892995,2.810678985,0.936892995,211.9527506,0,0,0,0,1,2,1,1,NaN,0,NaN,NaN,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0.001,1.82E-04,1.21E-04,0.182,0.121,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,1,2,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.265898255,0.333229037,59.82710743,64.72647686,5.526068812,2.527367871,2.998700941,1.842022937,0.842455957,0.99956698,2.998700941,0.99956698,226.1314493,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0.001,7.50E-05,2.60E-05,0.075,0.026,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,1,3,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.329937312,0.3898817,74.23589525,75.73070183,5.526068812,3.349291347,2.176777465,1.842022937,1.116430449,0.725592488,2.176777465,0.725592488,164.1503614,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,6.00E-05,2.10E-05,0.06,0.021,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,1,4,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.27136627,0.345716774,61.05741077,67.15209738,5.526068812,2.557448061,2.96862075,1.842022937,0.852482687,0.98954025,2.96862075,0.98954025,223.8631081,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,6.40E-05,2.20E-05,0.064,0.022,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,1,5,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.305576295,0.373884101,104.173737,120.0057181,1.673002535,2.064785135,-0.3917826,0.836501268,1.032392568,-0.1958913,-0.183879965,-0.091939982,-12.88612575,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0.5,1,0.5,0.666666667,NaN,NaN,1,0.666666667,0.5,0,0,6.30E-05,1.90E-05,0.063,0.019,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,1,6,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.08602907,0.096657139,29.32809211,31.02407753,1.673002535,0.399243589,1.273758947,0.836501268,0.199621794,0.636879473,1.273758947,0.636879473,89.26376492,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,6.40E-05,2.10E-05,0.064,0.021,3193,3245,1865,100,66.66666667,?,?,?,?
contact-lenses,1,7,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.075743899,0.086237384,25.82178386,27.67964515,1.673002535,0.348172953,1.324829582,0.836501268,0.174086477,0.662414791,1.324829582,0.662414791,92.84274446,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,8.60E-05,4.10E-05,0.086,0.041,3193,3245,1865,100,66.66666667,?,?,?,?
contact-lenses,1,8,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.16574432,0.185807942,56.50374554,59.63884363,1.673002535,0.826895954,0.846106582,0.836501268,0.413447977,0.423053291,0.846106582,0.423053291,59.2943109,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,7.60E-05,2.20E-05,0.076,0.022,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,1,9,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,0,2,0,0,100,0,0,0.516846477,0.575813106,176.1976628,184.8189453,1.673002535,4.384029584,-2.711027049,0.836501268,2.192014792,-1.355513524,-1.628110356,-0.814055178,-114.0963606,NaN,0,0.5,1,0.5,1,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,1,NaN,0,NaN,NaN,NaN,1,NaN,0,0,0,7.00E-05,1.90E-05,0.07,0.019,3193,3245,1865,100,100,?,?,?,?
contact-lenses,1,10,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.172355043,0.214378122,43.08876065,46.41422502,3.058893689,0.904067671,2.154826018,1.529446845,0.452033836,1.077413009,2.154826018,1.077413009,157.1775107,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,6.70E-05,2.30E-05,0.067,0.023,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,2,1,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.30329719,0.351392661,81.89024127,82.69652466,4.140177658,2.90799389,1.232183768,1.380059219,0.969331297,0.410727923,1.19386649,0.397955497,86.23514316,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0.001,0,8.10E-05,2.70E-05,0.081,0.027,3193,3176,1934,100,100,?,?,?,?
contact-lenses,2,2,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.197560033,0.284551634,53.34120901,66.96620004,4.140177658,1.825252943,2.314924716,1.380059219,0.608417648,0.771641572,2.314924716,0.771641572,167.2112133,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,6.80E-05,2.20E-05,0.068,0.022,3193,3176,1934,100,77.77777778,?,?,?,?
contact-lenses,2,3,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.4,0.292754909,0.35698267,79.04382556,84.01207393,4.140177658,2.909661356,1.230516302,1.380059219,0.969887119,0.410172101,1.396796605,0.465598868,100.8931536,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.166666667,0.833333333,0.333333333,0.833333333,0.666666667,0.666666667,0.5,0.666666667,0.888888889,0.666666667,0.666666667,0,0,5.70E-05,2.00E-05,0.057,0.02,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,2,4,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,3,0,0,100,0,0,1,0.193807361,0.226055059,52.32798745,53.19965343,4.140177658,1.530159769,2.610017889,1.380059219,0.510053256,0.870005963,2.610017889,0.870005963,188.5263287,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,1,1,1,1,1,1,1,0,0,6.70E-05,2.50E-05,0.067,0.025,3193,3176,1934,100,77.77777778,?,?,?,?
contact-lenses,2,5,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.23807498,0.296630406,59.518745,64.22236686,3.058893689,1.443527418,1.615366271,1.529446845,0.721763709,0.807683136,1.615366271,0.807683136,117.82819,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,9.80E-05,2.20E-05,0.098,0.022,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,2,6,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.170065738,0.226924582,42.51643449,49.13061315,3.058893689,0.932038004,2.126855685,1.529446845,0.466019002,1.063427843,2.126855685,1.063427843,155.1372963,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,7.00E-05,2.10E-05,0.07,0.021,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,2,7,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.407571189,0.447583096,101.8927973,96.9045828,3.058893689,2.756668501,0.302225188,1.529446845,1.37833425,0.151112594,0.413627732,0.206813866,30.17087076,1,1,1,1,0,0,0,0,0.5,1,0.666666667,NaN,1,1,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.75,NaN,0.5,0,0,6.40E-05,1.90E-05,0.064,0.019,3193,3245,1865,100,100,?,?,?,?
contact-lenses,2,8,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.252301607,0.313526255,63.07540169,67.88042548,3.058893689,1.538247805,1.520645884,1.529446845,0.769123903,0.760322942,1.520645884,0.760322942,110.9190871,0,0,0,0,1,1,1,1,NaN,0,NaN,NaN,1,1,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,1,1,NaN,0.5,0,0,6.30E-05,1.80E-05,0.063,0.018,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,2,9,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.172355043,0.214378122,43.08876065,46.41422502,3.058893689,0.904067671,2.154826018,1.529446845,0.452033836,1.077413009,2.154826018,1.077413009,157.1775107,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,6.00E-05,1.80E-05,0.06,0.018,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,2,10,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.137502541,0.170983322,46.87586622,54.88058016,1.673002535,0.680714555,0.99228798,0.836501268,0.340357278,0.49614399,0.99228798,0.49614399,69.53855846,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,6.20E-05,1.70E-05,0.062,0.017,3193,3245,1865,100,66.66666667,?,?,?,?
contact-lenses,3,1,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.233270402,0.315327543,62.98300855,74.20898275,4.140177658,2.338875284,1.801302374,1.380059219,0.779625095,0.600434125,1.801302374,0.600434125,130.1113394,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,8.40E-05,2.50E-05,0.084,0.025,3193,3176,1934,100,77.77777778,?,?,?,?
contact-lenses,3,2,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.239158117,0.305305999,64.57269149,71.85051903,4.140177658,2.153706626,1.986471032,1.380059219,0.717902209,0.662157011,1.986471032,0.662157011,143.4864076,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,6.60E-05,2.30E-05,0.066,0.023,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,3,3,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.288353061,0.34302577,77.85532646,80.72746583,4.140177658,2.676699503,1.463478155,1.380059219,0.892233168,0.487826052,1.463478155,0.487826052,105.7096831,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,7.60E-05,2.80E-05,0.076,0.028,3193,3176,1934,100,100,?,?,?,?
contact-lenses,3,4,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,3,0,0,100,0,0,1,0.167786204,0.211595351,45.30227518,49.796715,4.140177658,1.335852653,2.804325005,1.380059219,0.445284218,0.934775002,2.804325005,0.934775002,202.5614843,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,1,1,1,1,1,1,1,0,0,6.10E-05,2.30E-05,0.061,0.023,3193,3176,1934,100,77.77777778,?,?,?,?
contact-lenses,3,5,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.297859327,0.39479047,101.5429525,126.7160431,1.673002535,2.274569929,-0.601567394,0.836501268,1.137284965,-0.300783697,-0.159321772,-0.079660886,-11.16511193,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,0.5,1,0.5,0.666666667,NaN,NaN,1,0.666666667,0.5,0,0,5.40E-05,1.50E-05,0.054,0.015,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,3,6,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.269627923,0.359091222,67.40698064,77.74553023,3.058893689,1.754171483,1.304722207,1.529446845,0.877085741,0.652361103,1.304722207,0.652361103,95.16916305,0,0,0,0,1,1,1,1,NaN,0,NaN,NaN,1,1,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,1,1,NaN,0.5,0,0,5.20E-05,1.50E-05,0.052,0.015,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,3,7,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.215645783,0.279214254,53.91144572,60.45165919,3.058893689,1.280941492,1.777952197,1.529446845,0.640470746,0.888976099,1.777952197,0.888976099,129.6875471,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,5.30E-05,1.50E-05,0.053,0.015,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,3,8,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0.333333333,0.338515653,0.384833412,84.62891331,83.31887783,3.058893689,2.143364413,0.915529276,1.529446845,1.071682207,0.457764638,0.96418178,0.48209089,70.32943301,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0,1,0.5,NaN,0.5,NaN,NaN,1,1,NaN,0.5,0,0,5.30E-05,1.50E-05,0.053,0.015,3193,3245,1865,100,100,?,?,?,?
contact-lenses,3,9,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.174758969,0.241816336,43.68974216,52.35477257,3.058893689,0.968153004,2.090740685,1.529446845,0.484076502,1.045370343,2.090740685,1.045370343,152.5029927,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,5.50E-05,1.60E-05,0.055,0.016,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,3,10,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.409324179,0.44831137,102.3310448,97.06225876,3.058893689,2.836756884,0.222136805,1.529446845,1.418378442,0.111068403,0.440352887,0.220176443,32.12025935,1,1,1,1,0,0,0,0,0.5,1,0.666666667,NaN,0,0.5,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.75,NaN,0.5,0,0,5.00E-05,1.50E-05,0.05,0.015,3193,3245,1865,100,100,?,?,?,?
contact-lenses,4,1,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,1,2,0,33.33333333,66.66666667,0,-0.5,0.354022106,0.423950332,95.58596856,99.77220076,4.140177658,3.736649948,0.403527711,1.380059219,1.245549983,0.134509237,0.744758885,0.248252962,53.79528587,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.333333333,0.833333333,0.166666667,0.666666667,0.333333333,0.333333333,0.333333333,-0.5,0.5,0.722222222,0.25,0.333333333,0,0,7.90E-05,5.70E-05,0.079,0.057,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,4,2,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.219533104,0.309592457,59.27393805,72.85929137,4.140177658,2.240074647,1.900103011,1.380059219,0.746691549,0.63336767,1.900103011,0.63336767,137.2478887,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,8.70E-05,2.10E-05,0.087,0.021,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,4,3,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0,0.217250582,0.299874207,58.65765723,70.57220452,4.140177658,2.07036865,2.069809008,1.380059219,0.690122883,0.689936336,2.069809008,0.689936336,149.5060609,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,0.666666667,0.333333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0.001,0,7.80E-05,3.00E-05,0.078,0.03,3193,3176,1934,100,77.77777778,?,?,?,?
contact-lenses,4,4,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,3,0,0,100,0,0,1,0.168459177,0.200232871,45.48397786,47.12267607,4.140177658,1.304312183,2.835865475,1.380059219,0.434770728,0.945288492,2.835865475,0.945288492,204.8397097,NaN,0,0,0,1,3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,1,1,1,1,1,1,1,0,0,6.10E-05,2.20E-05,0.061,0.022,3193,3176,1934,100,77.77777778,?,?,?,?
contact-lenses,4,5,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.12811817,0.164186106,43.67664886,52.69887516,1.673002535,0.633193739,1.039808796,0.836501268,0.31659687,0.519904398,1.039808796,0.519904398,72.86877016,NaN,0,0,0,1,2,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,1,1,1,NaN,NaN,1,1,1,0,0,6.20E-05,1.60E-05,0.062,0.016,3193,3245,1865,100,66.66666667,?,?,?,?
contact-lenses,4,6,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.239494942,0.291964655,59.87373538,63.21220199,3.058893689,1.431647974,1.627245715,1.529446845,0.715823987,0.813622857,1.627245715,0.813622857,118.6947014,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,5.70E-05,1.70E-05,0.057,0.017,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,4,7,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.190171129,0.23166483,47.54278225,50.15690688,3.058893689,1.010042578,2.048851111,1.529446845,0.505021289,1.024425555,2.048851111,1.024425555,149.4474797,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,6.50E-05,1.70E-05,0.065,0.017,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,4,8,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0.333333333,0.338515653,0.384833412,84.62891331,83.31887783,3.058893689,2.143364413,0.915529276,1.529446845,1.071682207,0.457764638,0.96418178,0.48209089,70.32943301,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0,1,0.5,NaN,0.5,NaN,NaN,1,1,NaN,0.5,0,0,5.80E-05,1.60E-05,0.058,0.016,3193,3245,1865,100,100,?,?,?,?
contact-lenses,4,9,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,2,0,0,100,0,0,1,0.27809366,0.324197384,69.52341504,70.19079249,3.058893689,1.647638844,1.411254846,1.529446845,0.823819422,0.705627423,1.411254846,0.705627423,102.9398763,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,5.00E-05,1.60E-05,0.05,0.016,3193,3245,1865,100,83.33333333,?,?,?,?
contact-lenses,4,10,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,22,2,1,1,0,50,50,0,0,0.407571189,0.447583096,101.8927973,96.9045828,3.058893689,2.756668501,0.302225188,1.529446845,1.37833425,0.151112594,0.413627732,0.206813866,30.17087076,1,1,1,1,0,0,0,0,0.5,1,0.666666667,NaN,1,1,0.5,0.5,0.5,0.5,NaN,0.5,NaN,NaN,0.5,0.75,NaN,0.5,0.001,0,5.40E-05,1.70E-05,0.054,0.017,3193,3245,1865,100,100,?,?,?,?
contact-lenses,5,1,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.276845458,0.334127725,62.29022811,64.90103816,5.526068812,2.579603578,2.946465234,1.842022937,0.859867859,0.982155078,2.946465234,0.982155078,222.1923649,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,5.50E-05,1.80E-05,0.055,0.018,3193,3176,1934,100,88.88888889,?,?,?,?
contact-lenses,5,2,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.336929506,0.382543214,75.8091389,74.30527267,5.526068812,3.281864462,2.24420435,1.842022937,1.093954821,0.748068117,2.422635257,0.807545086,182.6904492,1,1,0.5,1,0.5,1,0,0,0.5,1,0.666666667,0.5,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0,0,7.30E-05,2.60E-05,0.073,0.026,3193,3176,1934,100,100,?,?,?,?
contact-lenses,5,3,weka.classifiers.bayes.NaiveBayes,'',5.99523E+18,2.02E+07,21,3,2,1,0,66.66666667,33.33333333,0,0.5,0.303153967,0.374087798,68.20964263,72.66289105,5.526068812,2.922495389,2.603573423,1.842022937,0.97416513,0.867857808,2.603573423,0.867857808,196.3349608,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666666667,0.166666667,0.833333333,0.333333333,NaN,0.666666667,NaN,NaN,1,1,NaN,0.666666667,0.001,0,5.60E-05,1.90E-05,0.056,0.019,3193,3176,1934,100,88.88888889,?,?,?,?
